station_id,name_chinese,name_english,latitude,longitude,district_id
011010,正定联通公司,ZhengDingLianTongGongSi,38.158999,114.593000,01107
011011,栾城通讯公司,ChengTongXunGongSi,37.905999,114.633000,01108
011012,藁城实验学校,ChengShiYanXueXiao,38.039000,114.861999,01109
011013,晋州博纳德,JinZhouBoNaDe,38.039999,115.078999,01110
011014,新乐市委东楼,XinLeShiWeiDongLou,38.348999,114.690000,01111
011015,无极环保局,WuJiHuanBaoJu,38.177999,114.991000,01112
011016,深泽供电局,ShenZeGongDianJu,38.197000,115.212999,01113
011017,赵县环保局,ZhaoXianHuanBaoJu,37.771000,114.770000,01114
011018,高邑县政府,GaoYiXianZhengFu,37.622999,114.607000,01115
011019,元氏住建局,YuanShiZhuJianJu,37.765999,114.517000,01116
011020,赞皇县政府,ZanHuangXianZhengFu,37.671999,114.392000,01117
011021,井陉县气象局,JingXianQiXiangJu,38.037999,114.152000,01118
011022,井陉矿区区委大楼,JingKuangQuQuWeiDaLou,38.070999,114.069000,01118
011023,平山冶河,PingShanYeHe,38.265999,114.203999,01119
011024,灵寿供水,LingShouGongShui,38.314999,114.367000,01120
011025,行唐县委办公楼,XingTangXianWeiBanGongLou,38.444000,114.560000,01121
012001,辛集市政府,XinJiShiZhengFu,37.948999,115.224000,01201
013001,雷达站子站,LeiDaZhanZiZhan,39.643000,118.144000,01301
013002,供销社,GongXiaoShe,39.631000,118.166000,01301
013003,十二中,ShiErZhong,39.658000,118.184000,01301
013004,物资局,WuZiJu,39.640999,118.185000,01301
013005,陶瓷公司,TaoCiGongSi,39.667999,118.218999,01302
013006,小山,XiaoShan,39.630000,118.200000,01303
013007,古冶区政府,GuYeQuZhengFu,39.740000,118.453999,01304
013008,开平监测站,KaiPingJianCeZhan,39.674000,118.269000,01302
013009,丰南区政府,FengNanQuZhengFu,39.582000,118.090999,01305
013010,丰润区政府,FengRunQuZhengFu,39.838999,118.169000,01306
013011,迁西环保局,QianXiHuanBaoJu,40.152000,118.311000,01307
013012,曹妃甸新立小学,CaoDianXinLiXiaoXue,39.289999,118.456000,01308
013013,遵化环保局,ZunHuaHuanBaoJu,40.204999,117.991000,01309
013014,迁安一中,QianAnYiZhong,40.003000,118.711000,01310
013015,乐亭县综合职校,LeTingXianZongHeZhiXiao,39.432000,118.919000,01313
013016,滦县第一中学,LuanXianDiYiZhongXue,39.747000,118.709999,01311
013017,滦南县县政府,LuanNanXianXianZhengFu,39.509999,118.681000,01312
013018,玉田县政府,YuTianXianZhengFu,39.906999,117.745000,01314
014001,市监测站,ShiJianCeZhan,39.957000,119.602000,01401
014002,北戴河,BeiDaiHe,39.828000,119.526000,01402
014003,第一关,DiYiGuan,40.018000,119.762000,01403
014004,建设大厦,JianSheDaXia,39.942000,119.537000,01401
014005,市政府,ShiZhengFu,39.936000,119.607000,01401
014006,青龙环保局,QingLongHuanBaoJu,40.417999,118.952000,01404
014007,昌黎环保局,ChangLiHuanBaoJu,39.713000,119.167000,01405
014008,抚宁党校,FuNingDangXiao,39.881999,119.251000,01406
014009,卢龙县气象局,LuLongXianQiXiangJu,39.899999,118.899000,01407
017001,市监测站,ShiJianCeZhan,38.871000,115.521000,01701
017002,地表水厂,DiBiaoShuiChang,38.841999,115.461000,01702
017003,华电二区,HuaDianErQu,38.896000,115.522000,01701
017004,接待中心,JieDaiZhongXin,38.911000,115.471000,01703
017005,胶片厂,JiaoPianChang,38.875999,115.441999,01703
017006,游泳馆,YouYongGuan,38.863000,115.492999,01701
017007,满城税务局,ManChengShuiWuJu,38.954999,115.328999,01704
017008,清菀县政府,QingXianZhengFu,38.771000,115.496000,01705
017009,徐水环保局,XuShuiHuanBaoJu,39.024999,115.662000,01706
017010,安新民政局,AnXinMinZhengJu,38.942000,115.941999,01707
017011,涿州监测站,ZhouJianCeZhan,39.491999,116.034000,01708
017012,高碑店环保局,GaoBeiDianHuanBaoJu,39.332000,115.880000,01709
017013,易县环境保护局,YiXianHuanJingBaoHuJu,39.347000,115.479000,01716
017014,顺平县环保局,ShunPingXianHuanBaoJu,38.850000,115.150000,01719
017015,容城县环境保护局,RongChengXianHuanJingBaoHuJu,39.048000,115.867999,01713
017016,蠡县县政府,XianXianZhengFu,38.488000,115.578000,01718
017017,唐县政府楼,TangXianZhengFuLou,38.747999,114.976000,01711
017018,雄县环境保护局,XiongXianHuanJingBaoHuJu,38.981999,116.090000,01720
017019,定兴县政府,DingXingXianZhengFu,39.268999,115.813999,01724
017020,涞源县环保局,YuanXianHuanBaoJu,39.359000,114.697999,01714
017021,曲阳县环保局,QuYangXianHuanBaoJu,38.619999,114.724999,01717
017022,白沟新城行政中心楼,BaiGouXinChengXingZhengZhongXinLou,39.109000,116.029000,01709
017023,阜平县环保局,FuPingXianHuanBaoJu,38.850999,114.194000,01710
017024,安国市政府,AnGuoShiZhengFu,38.427999,115.322000,01722
017025,涞水县环境监测站,ShuiXianHuanJingJianCeZhan,39.393000,115.712999,01723
017026,高阳县环保局,GaoYangXianHuanBaoJu,38.692000,115.764000,01712
017027,望都县环境监测站,WangDuXianHuanJingJianCeZhan,38.704999,115.160000,01715
017028,博野县招生办,BoYeXianZhaoShengBan,38.453000,115.462000,01726
018001,定州武装部,DingZhouWuZhuangBu,38.521999,114.997000,01801
019001,北泵房,BeiBengFang,40.872999,114.904000,01914
019002,世纪豪园,ShiJiHaoYuan,40.768999,114.903000,01915
019003,人民公园,RenMinGongYuan,40.837000,114.898000,01916
019004,五金库,WuJinKu,40.811000,114.881000,01916
019005,探机厂,TanJiChang,40.795000,114.892000,01915
019006,宣化区军营凤凰城,XuanHuaQuJunYingFengHuangCheng,40.615000,115.105999,01901
019007,下花园环保局,XiaHuaYuanHuanBaoJu,40.508000,115.296000,01902
019008,怀安环保局,HuaiAnHuanBaoJu,40.680000,114.392000,01903
019009,怀来府前小学,HuaiLaiFuQianXiaoXue,40.420999,115.524000,01904
019010,赤城北山,ChiChengBeiShan,40.918999,115.837999,01905
019011,沽源县福利院,GuYuanXianFuLiYuan,41.667999,115.681000,01908
019012,阳原县职教中心,YangYuanXianZhiJiaoZhongXin,40.104999,114.128000,01911
019013,康保县环保局,KangBaoXianHuanBaoJu,41.835999,114.584999,01907
019014,蔚县第二中学,WeiXianDiErZhongXue,39.845999,114.596000,01910
019015,尚义县环境保护局,ShangYiXianHuanJingBaoHuJu,41.085000,113.977999,01909
019016,崇礼梦特芳丹酒店,ShiChongLiMengTeFangDanJiuDian,40.979999,115.289000,01914
019017,宣化县沙岭子医院,ShiXuanHuaXianShaLingZiYiYuan,40.677000,114.917000,01901
019018,涿鹿县环保局,LuXianHuanBaoJu,40.372999,115.215000,01913
019019,万全县环保局,WanQuanXianHuanBaoJu,40.768999,114.744000,01912
019020,张北县环保局,ZhangBeiXianHuanBaoJu,41.164999,114.726000,01906
020001,铁路,TieLu,40.915999,117.965999,02001
020002,文化中心,WenHuaZhongXin,40.972999,117.818000,02002
020003,中国银行,ZhongGuoYinXing,40.984000,117.952000,02001
020004,离宫,LiGong,41.011000,117.938000,02001
020005,开发区,KaiFaQu,40.936000,117.962999,02001
020006,承德县环保局,ChengDeXianHuanBaoJu,40.774999,118.170000,02003
020007,兴隆县政府,XingLongXianZhengFu,40.423000,117.507000,02004
020008,滦平环保局,LuanPingHuanBaoJu,40.948999,117.343999,02005
020009,丰宁县政府,FengNingXianZhengFu,41.215000,116.652000,02006
020010,承德市隆化县环保局,ChengDeShiLongHuaXianHuanBaoJu,41.310000,117.733000,02008
020011,承德市兴隆矿业招待所,ChengDeShiXingLongKuangYeZhaoDaiSuo,40.552000,117.669000,02003
020012,承德市围场县政府,ChengDeShiWeiChangXianZhengFu,41.956000,117.771000,02010
020013,承德市宽城县政府,ChengDeShiKuanChengXianZhengFu,40.612000,118.480000,02009
020014,承德市平泉县特教中心,ChengDeShiPingQuanXianTeJiaoZhongXin,41.017000,118.699000,02007
021001,沧州市环保局,CangZhouShiHuanBaoJu,38.323000,116.871000,02102
021002,沧县城建局,CangXianChengJianJu,38.298999,116.885000,02101
021003,电视转播站,DianShiZhuanBoZhan,38.325000,116.858000,02102
021004,青县政府,QingXianZhengFu,38.588999,116.810000,02103
021005,泊头市政府,BoTouShiZhengFu,38.088999,116.584999,02104
021006,任丘华油八处,RenQiuHuaYouBaChu,38.737000,116.119000,02105
021007,黄骅财政局培训中心,HuangCaiZhengJuPeiXunZhongXin,38.377000,117.337000,02106
021008,南皮县教师进修学校,NanPiXianJiaoShiJinXiuXueXiao,38.036000,116.712000,02111
021009,河间市交通局,HeJianShiJiaoTongJu,38.438000,116.113000,02115
021010,海兴县武装部,HaiXingXianWuZhuangBu,38.143000,117.492999,02108
021011,肃宁县政府,SuNingXianZhengFu,38.423000,115.822999,02110
021012,孟村县气象局,MengCunXianQiXiangJu,38.055999,117.125000,02114
021013,盐山县盐山中学,YanShanXianYanShanZhongXue,38.064000,117.236999,02109
021014,吴桥县桑园镇政府,WuQiaoXianSangYuanZhenZhengFu,37.630000,116.395000,02112
021015,献县政府,XianXianZhengFu,38.189000,116.117000,02113
021016,东光县铁佛寺,DongGuangXianTieFoSi,37.872000,116.533000,02107
022001,环境监测监理中心,HuanJingJianCeJianLiZhongXin,39.557000,116.715000,02201
022002,药材公司,YaoCaiGongSi,39.518000,116.684000,02201
022003,开发区,KaiFaQu,39.575000,116.773000,02201
022004,北华航天学院,BeiHuaHangTianXueYuan,39.533999,116.736999,02201
022005,固安党校,GuAnDangXiao,39.445000,116.305000,02202
022006,香河环保局,XiangHeHuanBaoJu,39.765999,117.009000,02203
022007,文安县环保局,WenAnXianHuanBaoJu,38.880000,116.464000,02204
022008,大厂卫生局,DaChangWeiShengJu,39.890000,116.998000,02205
022009,霸州顺达燃气,BaZhouShunDaRanQi,39.131999,116.398000,02206
022010,三河交通局,SanHeJiaoTongJu,39.988000,117.084999,02207
022011,廊坊市永清环保局,LangFangShiYongQingHuanBaoJu,39.328000,116.505000,02208
022012,廊坊市大城环保局,LangFangShiDaChengHuanBaoJu,38.712000,116.660000,02209
023001,衡水市环保局,HengShuiShiHuanBaoJu,37.738999,115.690000,02301
023002,环境监测站,HuanJingJianCeZhan,37.738000,115.643000,02301
023003,电机北厂,DianJiBeiChang,37.758000,115.694999,02301
023004,安平县环保局,AnPingXianHuanBaoJu,38.238000,115.532000,02302
023005,冀州环保局,JiZhouHuanBaoJu,37.548000,115.581000,02303
023006,武强县环保局,WuQiangXianHuanBaoJu,38.034999,115.953999,02306
023007,故城县县政府,GuChengXianXianZhengFu,37.347000,115.961000,02308
023008,深州市政府,ShenZhouShiZhengFu,38.000000,115.559000,02311
023009,饶阳县环保局,RaoYangXianHuanBaoJu,38.229999,115.735000,02307
023010,枣强县环保局,ZaoQiangXianHuanBaoJu,37.520000,115.709000,02304
023011,阜城县法院,FuChengXianFaYuan,37.866000,116.174000,02310
023012,景县县委,JingXianXianWei,37.692000,116.269000,02309
023013,武邑县环保局,WuYiXianHuanBaoJu,37.801000,115.893000,02305
024001,档案局,DangAnJu,23.670600,116.644700,02401
024002,市政公司,ShiZhengGongSi,23.653099,116.617500,02401
024003,西园路,XiYuanLu,23.671389,116.633889,02401
025001,东城石井,DongChengShiJing,23.012799,113.794400,02501
025002,莞城二水厂,ChengErShuiChang,23.059999,113.748056,02502
025003,南城西平,NanChengXiPing,22.965800,113.738300,02501
025004,南城元岭,NanChengYuanLing,23.027778,113.746111,02502
025006,东莞东城主山,DongDongChengZhuShan,23.053611,113.781944,02501
026001,高明孔堂,GaoMingKongTang,22.882200,112.836600,02601
026002,华材职中,HuaCaiZhiZhong,23.042200,113.099999,02602
026003,南海气象局,NanHaiQiXiangJu,23.049399,113.140300,02602
026004,容桂街道办,RongGuiJieDaoBan,22.765556,113.253056,02603
026005,三水监测站,SanShuiJianCeZhan,23.166399,112.885800,02604
026006,三水云东海,SanShuiYunDongHai,23.188600,112.860300,02604
026007,顺德苏岗,ShunDeSuGang,22.805399,113.292000,02603
026008,湾梁,WanLiang,23.004760,113.134080,02605
027001,河源中学,HeYuanZhongXue,23.723330,114.689200,02701
027002,市三小,ShiSanXiao,23.758610,114.694400,02701
027003,市自来水厂,ShiZiLaiShuiChang,23.756940,114.677800,02701
027004,河源源西,HeYuanYuanXi,23.756900,114.677800,02701
027005,河源东埔,HeYuanDongPu,23.758600,114.694400,02701
027006,河源老城,HeYuanLaoCheng,23.723299,114.689200,02701
028001,大亚湾管委会,DaYaWanGuanWeiHui,22.742200,114.531700,02801
028002,河南岸,HeNanAn,23.052800,114.418300,02802
028003,惠阳船湖,HuiYangChuanHu,22.817200,114.324400,02801
028004,江北,JiangBei,23.114200,114.410300,02802
028005,金果湾,JinGuoWan,22.939800,114.380600,02801
028006,西角,XiJiao,23.340599,114.107699,02803
028007,下埔,XiaPu,23.079999,114.405300,02802
029001,北街,BeiJie,22.606900,113.103600,02901
029003,端芬,DuanFen,22.060800,112.760700,02903
029004,圭峰西,GuiFengXi,22.532499,113.024400,02904
029005,双桥,ShuangQiao,22.586276,112.581444,02905
029006,桃源大气超级站,TaoYuanDaQiChaoJiZhan,22.727900,112.929000,02905
029007,西区,XiQu,22.581099,113.073899,02901
029008,东湖,DongHu,22.593100,113.081900,02902
030002,仙滘,Xian,23.548611,116.324167,03005
030003,渔湖初级中学,YuHuChuJiZhongXue,23.529199,116.409400,03005
030004,中长,ZhongChang,23.573899,116.359399,03004
030005,揭阳新兴,JieYangXinXing,23.535299,116.369699,03005
030006,揭阳西马,JieYangXiMa,23.548600,116.324200,03005
030007,揭阳东兴,JieYangDongXing,23.573899,116.359399,03004
031001,高岭,GaoLing,21.693332,110.866667,03101
031002,健康路,JianKangLu,21.664999,110.905000,03101
031003,茂石化七小,MaoShiHuaQiXiao,21.651667,110.933333,03101
031004,市环保局茂港分局,ShiHuanBaoJuMaoGangFenJu,21.468900,111.028600,03102
032001,环境监控中心,HuanJingJianKongZhongXin,24.265400,116.124799,03201
032002,嘉应大学,JiaYingDaXue,24.328056,116.123333,03201
032003,梅县新城,MeiXianXinCheng,24.271899,116.079700,03202
033001,凤城街办,FengChengJieBan,23.710556,113.020833,03301
033002,扶贫区,FuPinQu,23.627222,113.062222,03301
033003,环保局,HuanBaoJu,23.693600,113.042500,03301
033004,清远高新区,QingYuanGaoXinQu,23.627199,113.062200,03301
034001,潮南子站,ChaoNanZiZhan,23.253639,116.402056,03401
034002,潮阳子站,ChaoYangZiZhan,23.250000,116.603333,03402
034003,澄海子站,ChengHaiZiZhan,23.471388,116.751943,03403
034004,濠江子站,JiangZiZhan,23.277500,116.725832,03404
034005,金平子站,JinPingZiZhan,23.366667,116.679444,03405
034006,龙湖子站,LongHuZiZhan,23.363889,116.724444,03406
035001,市环保局,ShiHuanBaoJu,22.772469,115.370300,03501
035002,市政府,ShiZhengFu,22.786210,115.375200,03501
035003,新城中学,XinChengZhongXue,22.789439,115.367700,03501
036001,碧湖山庄,BiHuShanZhuang,24.810832,113.539722,03601
036002,曲江监测站,QuJiangJianCeZhan,24.686111,113.596389,03602
036003,韶关学院,ShaoGuanXueYuan,24.793889,113.641388,03603
036004,市八中,ShiBaZhong,24.770833,113.578333,03601
036005,园林处,YuanLinChu,24.799166,113.606944,03603
037001,马南垌,MaNan,21.864999,111.949444,03701
037002,南恩路,NanEnLu,21.853611,111.950833,03701
037003,鸳鸯湖,YuanYangHu,21.858611,111.978611,03701
038001,牧羊,MuYang,22.953889,112.053888,03801
038002,市监测站,ShiJianCeZhan,22.939444,112.036944,03801
038003,新市府,XinShiFu,22.916944,112.039167,03801
040001,城中子站,ChengZhongZiZhan,23.052800,112.470800,04001
040002,坑口子站,KengKouZiZhan,23.161700,112.565299,04002
040003,睦岗子站,MuGangZiZhan,23.070499,112.426599,04001
041001,华柏园,HuaBaiYuan,22.521100,113.368900,04101
041002,张溪,ZhangXi,22.548100,113.364999,04102
041003,长江旅游区,ChangJiangLvYouQu,22.488600,113.433600,04102
041004,紫马岭,ZiMaLing,22.507800,113.401700,04102
042001,斗门,DouMen,22.228110,113.298833,04201
042002,吉大,JiDa,22.261099,113.573600,04202
042003,前山,QianShan,22.229399,113.494600,04202
042004,唐家,TangJia,22.421199,113.635870,04202
128001,大同红旗广场,DaTongHongQiGuangChang,40.095832,113.285833,12808
128002,大同云冈宾馆,DaTongYunGangBinGuan,40.075833,113.271111,12808
128003,大同安家小村,DaTongAnJiaXiaoCun,40.126944,113.266111,12808
128004,大同果树场,DaTongGuoShuChang,40.109721,113.381944,12808
128005,大同大同大学,DaTongDaTongDaXue,40.091667,113.344444,12808
128006,大同教育学院,DaTongJiaoYuXueYuan,40.084443,113.271111,12808
128007,大同,DaTong,40.076816,113.300126,12808
149001,济南市监测站,JiNanShiJianCeZhan,36.662222,117.048610,14906
149002,济南山东经济学院,JiNanShanDongJingJiXueYuan,36.637777,117.068889,14906
149003,济南泉城广场,JiNanQuanChengGuangChang,36.661389,117.021111,14906
149004,济南科干所,JiNanKeGanSuo,36.611389,116.988056,14907
149005,济南山东鲁能,JiNanShanDongLuNeng,36.592778,117.024167,14907
149006,济南农科所,JiNanNongKeSuo,36.662999,116.944999,14908
149007,济南机床二厂,JiNanJiChuangErChang,36.640889,116.942778,14908
149008,济南兰翔技校,JiNanLanXiangJiXiao,36.700277,116.947778,14909
149009,济南化工厂,JiNanHuaGongChang,36.687221,116.988611,14909
149010,济南省种子仓库,JiNanShengZhongZiCangKu,36.685277,117.060278,14910
149011,济南山东建筑大学,JiNanShanDongJianZhuDaXue,36.681389,117.185833,14910
149012,济南宝胜电缆,JiNanBaoShengDianLan,36.722566,117.124722,14910
149013,济南跑马岭,JiNanPaoMaLing,36.478499,117.213055,14910
149014,济南长清区委党校,JiNanChangQingQuWeiDangXiao,36.548611,116.765167,14911
149015,济南开发区,JiNanKaiFaQu,36.685389,117.124722,14912
151002,淄博凤凰山,ZiBoFengHuangShan,36.665556,117.923333,15101
151003,淄博人民公园,ZiBoRenMinGongYuan,36.808332,118.042222,15108
151004,淄博东风化工厂,ZiBoDongFengHuaGongChang,36.838056,118.044721,15108
151005,淄博新区,ZiBoXinQu,36.843333,118.017500,15108
151006,淄博南定,ZiBoNanDing,36.803055,118.024444,15108
151007,淄博博山双山,ZiBoBoShanShuangShan,36.497222,117.847778,15102
151008,淄博青龙山,ZiBoQingLongShan,36.459721,117.870278,15102
151009,淄博临淄莆田园,ZiBoLinZiPuTianYuan,36.819721,118.309167,15107
